Participant,Condition,Congruency,Alignment,answer,resp,isCorrect,RT
Subj08,monocular,congruent,misaligned,same,1,1,466
Subj08,monocular,incongruent,misaligned,same,1,1,486
Subj08,monocular,incongruent,aligned,same,1,1,366
Subj08,monocular,congruent,aligned,same,1,1,626
Subj08,monocular,congruent,misaligned,different,0,1,580
Subj08,monocular,congruent,misaligned,same,1,1,296
Subj08,monocular,incongruent,misaligned,different,0,1,481
Subj08,monocular,incongruent,aligned,different,0,1,486
Subj08,monocular,incongruent,aligned,different,0,1,695
Subj08,monocular,congruent,aligned,different,0,1,421
Subj08,monocular,congruent,aligned,same,1,1,451
Subj08,monocular,congruent,aligned,different,0,1,431
Subj08,monocular,incongruent,misaligned,different,0,1,635
Subj08,monocular,congruent,misaligned,different,0,1,451
Subj08,monocular,incongruent,misaligned,different,0,1,461
Subj08,monocular,congruent,misaligned,same,1,1,416
Subj08,monocular,congruent,aligned,different,1,0,526
Subj08,monocular,congruent,aligned,different,0,1,551
Subj08,monocular,congruent,aligned,same,1,1,316
Subj08,monocular,congruent,misaligned,different,1,0,436
Subj08,monocular,congruent,misaligned,different,0,1,856
Subj08,monocular,congruent,misaligned,same,1,1,326
Subj08,monocular,incongruent,misaligned,different,0,1,496
Subj08,monocular,incongruent,aligned,same,1,1,521
Subj08,monocular,incongruent,misaligned,different,0,1,526
Subj08,monocular,incongruent,aligned,different,0,1,686
Subj08,monocular,congruent,aligned,different,0,1,376
Subj08,monocular,incongruent,misaligned,same,1,1,345
Subj08,monocular,congruent,aligned,same,1,1,251
Subj08,monocular,congruent,misaligned,different,0,1,486
Subj08,monocular,incongruent,aligned,same,1,1,621
Subj08,monocular,incongruent,misaligned,different,0,1,801
Subj08,monocular,incongruent,misaligned,same,1,1,701
Subj08,monocular,congruent,misaligned,different,0,1,496
Subj08,monocular,congruent,misaligned,same,1,1,651
Subj08,monocular,congruent,aligned,same,1,1,491
Subj08,monocular,congruent,misaligned,same,1,1,371
Subj08,monocular,incongruent,aligned,different,0,1,771
Subj08,monocular,congruent,misaligned,different,0,1,486
Subj08,monocular,incongruent,aligned,same,1,1,1416
Subj08,monocular,congruent,aligned,same,1,1,406
Subj08,monocular,congruent,aligned,different,1,0,391
Subj08,monocular,congruent,aligned,different,0,1,491
Subj08,monocular,congruent,aligned,different,0,1,381
Subj08,monocular,congruent,misaligned,different,0,1,471
Subj08,monocular,incongruent,aligned,same,1,1,506
Subj08,monocular,incongruent,aligned,same,1,1,281
Subj08,monocular,incongruent,aligned,different,0,1,625
Subj08,monocular,congruent,aligned,same,1,1,296
Subj08,monocular,congruent,misaligned,same,1,1,461
Subj08,monocular,congruent,aligned,different,0,1,431
Subj08,monocular,incongruent,aligned,different,1,0,475
Subj08,monocular,incongruent,aligned,different,1,0,631
Subj08,monocular,congruent,misaligned,same,1,1,581
Subj08,monocular,incongruent,aligned,different,0,1,646
Subj08,monocular,incongruent,misaligned,same,1,1,290
Subj08,monocular,congruent,aligned,different,0,1,485
Subj08,monocular,congruent,aligned,different,0,1,431
Subj08,monocular,congruent,aligned,different,0,1,401
Subj08,monocular,congruent,aligned,different,0,1,517
Subj08,monocular,incongruent,aligned,different,0,1,377
Subj08,monocular,incongruent,misaligned,same,1,1,366
Subj08,monocular,incongruent,misaligned,different,0,1,351
Subj08,monocular,congruent,aligned,different,0,1,525
Subj08,monocular,incongruent,misaligned,same,1,1,321
Subj08,monocular,congruent,misaligned,same,1,1,420
Subj08,monocular,incongruent,misaligned,same,1,1,656
Subj08,monocular,congruent,misaligned,same,1,1,331
Subj08,monocular,incongruent,misaligned,different,0,1,416
Subj08,monocular,congruent,aligned,same,1,1,431
Subj08,monocular,incongruent,misaligned,different,0,1,545
Subj08,monocular,incongruent,misaligned,same,1,1,326
Subj08,monocular,incongruent,aligned,different,0,1,510
Subj08,monocular,incongruent,aligned,same,1,1,461
Subj08,monocular,incongruent,misaligned,same,1,1,386
Subj08,monocular,congruent,aligned,same,1,1,401
Subj08,monocular,congruent,aligned,same,1,1,620
Subj08,monocular,congruent,misaligned,different,0,1,721
Subj08,monocular,congruent,aligned,same,1,1,476
Subj08,monocular,congruent,aligned,same,1,1,671
Subj08,monocular,congruent,misaligned,different,0,1,616
Subj08,monocular,congruent,aligned,different,0,1,511
Subj08,monocular,congruent,aligned,same,1,1,251
Subj08,monocular,incongruent,aligned,different,0,1,431
Subj08,monocular,incongruent,misaligned,different,0,1,486
Subj08,monocular,congruent,misaligned,same,1,1,371
Subj08,monocular,incongruent,aligned,different,0,1,440
Subj08,monocular,incongruent,aligned,different,0,1,406
Subj08,monocular,congruent,misaligned,different,0,1,566
Subj08,monocular,congruent,aligned,same,1,1,375
Subj08,monocular,incongruent,misaligned,different,0,1,371
Subj08,monocular,incongruent,aligned,same,1,1,461
Subj08,monocular,incongruent,misaligned,different,0,1,476
Subj08,monocular,congruent,misaligned,same,1,1,271
Subj08,monocular,incongruent,aligned,different,1,0,306
Subj08,monocular,congruent,aligned,same,1,1,311
Subj08,monocular,congruent,aligned,same,1,1,431
Subj08,monocular,congruent,misaligned,same,1,1,355
Subj08,monocular,incongruent,misaligned,same,1,1,330
Subj08,monocular,congruent,misaligned,different,0,1,376
Subj08,monocular,incongruent,aligned,same,1,1,726
Subj08,monocular,congruent,misaligned,different,1,0,896
Subj08,monocular,congruent,aligned,same,1,1,321
Subj08,monocular,incongruent,misaligned,different,0,1,501
Subj08,monocular,incongruent,aligned,same,1,1,311
Subj08,monocular,congruent,aligned,different,0,1,855
Subj08,monocular,incongruent,misaligned,different,0,1,486
Subj08,monocular,congruent,misaligned,same,1,1,396
Subj08,monocular,congruent,misaligned,same,1,1,266
Subj08,monocular,congruent,aligned,same,1,1,341
Subj08,monocular,congruent,misaligned,different,0,1,486
Subj08,monocular,incongruent,misaligned,same,1,1,521
Subj08,monocular,congruent,aligned,different,0,1,851
Subj08,monocular,congruent,aligned,same,1,1,631
Subj08,monocular,incongruent,aligned,same,1,1,711
Subj08,monocular,congruent,misaligned,same,1,1,376
Subj08,monocular,incongruent,aligned,different,0,1,466
Subj08,monocular,incongruent,aligned,same,1,1,411
Subj08,monocular,congruent,misaligned,different,0,1,856
Subj08,monocular,incongruent,misaligned,different,0,1,486
Subj08,monocular,incongruent,misaligned,same,1,1,471
Subj08,monocular,congruent,aligned,different,0,1,631
Subj08,monocular,congruent,misaligned,same,1,1,521
Subj08,monocular,incongruent,misaligned,same,1,1,366
Subj09,CFS,incongruent,misaligned,same,1,1,415
Subj09,CFS,incongruent,aligned,different,1,0,396
Subj09,CFS,congruent,aligned,different,1,0,261
Subj09,CFS,congruent,aligned,same,1,1,215
Subj09,CFS,congruent,misaligned,same,1,1,276
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,congruent,aligned,same,1,1,271
Subj09,CFS,congruent,aligned,same,1,1,231
Subj09,CFS,congruent,misaligned,same,1,1,246
Subj09,CFS,congruent,aligned,different,0,1,211
Subj09,CFS,congruent,aligned,different,0,1,481
Subj09,CFS,incongruent,aligned,same,1,1,236
Subj09,CFS,incongruent,misaligned,different,0,1,301
Subj09,CFS,congruent,aligned,same,1,1,261
Subj09,CFS,congruent,misaligned,same,1,1,321
Subj09,CFS,incongruent,misaligned,different,1,0,406
Subj09,CFS,incongruent,aligned,different,0,1,291
Subj09,CFS,congruent,aligned,different,0,1,416
Subj09,CFS,congruent,misaligned,different,1,0,366
Subj09,CFS,incongruent,aligned,different,0,1,266
Subj09,CFS,incongruent,misaligned,different,1,0,326
Subj09,CFS,incongruent,misaligned,different,0,1,456
Subj09,CFS,incongruent,misaligned,different,1,0,261
Subj09,CFS,congruent,aligned,different,0,1,256
Subj09,CFS,congruent,aligned,different,0,1,392
Subj09,CFS,congruent,misaligned,different,0,1,390
Subj09,CFS,congruent,aligned,different,0,1,356
Subj09,CFS,congruent,aligned,same,0,0,471
Subj09,CFS,incongruent,aligned,different,0,1,366
Subj09,CFS,incongruent,aligned,same,0,0,802
Subj09,CFS,incongruent,aligned,different,0,1,295
Subj09,CFS,incongruent,misaligned,same,1,1,346
Subj09,CFS,congruent,misaligned,different,0,1,396
Subj09,CFS,incongruent,aligned,same,0,0,506
Subj09,CFS,incongruent,aligned,same,1,1,245
Subj09,CFS,congruent,aligned,same,0,0,356
Subj09,CFS,congruent,misaligned,different,1,0,201
Subj09,CFS,congruent,aligned,different,0,1,391
Subj09,CFS,congruent,aligned,different,0,1,319
Subj09,CFS,congruent,aligned,different,0,1,361
Subj09,CFS,congruent,aligned,different,0,1,341
Subj09,CFS,incongruent,aligned,same,1,1,425
Subj09,CFS,incongruent,aligned,same,1,1,256
Subj09,CFS,incongruent,aligned,different,1,0,346
Subj09,CFS,congruent,aligned,different,0,1,266
Subj09,CFS,incongruent,misaligned,same,1,1,361
Subj09,CFS,incongruent,misaligned,different,0,1,286
Subj09,CFS,congruent,misaligned,same,1,1,891
Subj09,CFS,congruent,misaligned,different,0,1,201
Subj09,CFS,congruent,misaligned,different,0,1,316
Subj09,CFS,incongruent,misaligned,same,1,1,711
Subj09,CFS,congruent,aligned,same,1,1,336
Subj09,CFS,congruent,misaligned,same,1,1,401
Subj09,CFS,incongruent,aligned,different,0,1,311
Subj09,CFS,incongruent,misaligned,same,1,1,396
Subj09,CFS,congruent,misaligned,same,1,1,321
Subj09,CFS,incongruent,aligned,different,0,1,476
Subj09,CFS,congruent,misaligned,same,1,1,331
Subj09,CFS,congruent,misaligned,different,0,1,320
Subj09,CFS,congruent,aligned,same,0,0,405
Subj09,CFS,congruent,aligned,same,1,1,386
Subj09,CFS,incongruent,misaligned,different,1,0,361
Subj09,CFS,congruent,aligned,different,0,1,356
Subj09,CFS,incongruent,misaligned,different,1,0,476
Subj09,CFS,incongruent,misaligned,different,0,1,341
Subj09,CFS,incongruent,aligned,different,0,1,386
Subj09,CFS,congruent,aligned,same,1,1,471
Subj09,CFS,incongruent,misaligned,different,0,1,370
Subj09,CFS,incongruent,misaligned,same,1,1,401
Subj09,CFS,congruent,misaligned,different,1,0,386
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,congruent,misaligned,different,0,1,271
Subj09,CFS,congruent,aligned,different,0,1,636
Subj09,CFS,congruent,aligned,same,1,1,415
Subj09,CFS,incongruent,aligned,different,0,1,376
Subj09,CFS,congruent,misaligned,different,0,1,342
Subj09,CFS,incongruent,aligned,different,1,0,431
Subj09,CFS,incongruent,misaligned,different,0,1,550
Subj09,CFS,congruent,misaligned,same,1,1,266
Subj09,CFS,congruent,aligned,same,1,1,341
Subj09,CFS,incongruent,aligned,different,0,1,221
Subj09,CFS,incongruent,misaligned,different,1,0,326
Subj09,CFS,congruent,misaligned,same,1,1,336
Subj09,CFS,incongruent,misaligned,different,0,1,266
Subj09,CFS,incongruent,misaligned,different,0,1,500
Subj09,CFS,incongruent,misaligned,different,1,0,406
Subj09,CFS,incongruent,misaligned,same,1,1,230
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,aligned,same,0,0,361
Subj09,CFS,congruent,misaligned,different,0,1,381
Subj09,CFS,congruent,aligned,same,0,0,220
Subj09,CFS,incongruent,aligned,same,1,1,521
Subj09,CFS,congruent,misaligned,same,1,1,276
Subj09,CFS,congruent,misaligned,different,1,0,221
Subj09,CFS,incongruent,misaligned,same,1,1,206
Subj09,CFS,congruent,aligned,same,1,1,396
Subj09,CFS,congruent,misaligned,different,0,1,370
Subj09,CFS,congruent,misaligned,same,1,1,336
Subj09,CFS,congruent,misaligned,same,1,1,516
Subj09,CFS,congruent,misaligned,same,1,1,301
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,congruent,aligned,same,1,1,221
Subj09,CFS,incongruent,aligned,same,0,0,386
Subj09,CFS,incongruent,misaligned,same,1,1,301
Subj09,CFS,incongruent,aligned,different,0,1,481
Subj09,CFS,incongruent,misaligned,same,1,1,856
Subj09,CFS,incongruent,aligned,same,1,1,301
Subj09,CFS,incongruent,misaligned,same,1,1,331
Subj09,CFS,congruent,aligned,same,1,1,481
Subj09,CFS,incongruent,aligned,different,0,1,276
Subj09,CFS,congruent,misaligned,different,0,1,426
Subj09,CFS,congruent,misaligned,different,0,1,296
Subj09,CFS,incongruent,aligned,different,0,1,356
Subj09,CFS,congruent,misaligned,same,1,1,331
Subj09,CFS,congruent,misaligned,different,0,1,236
Subj09,CFS,incongruent,aligned,different,1,0,411
Subj09,CFS,incongruent,misaligned,same,1,1,206
Subj09,CFS,incongruent,misaligned,same,1,1,271
Subj09,CFS,incongruent,misaligned,different,0,1,311
Subj09,CFS,incongruent,aligned,different,0,1,266
Subj09,CFS,congruent,aligned,different,0,1,366
Subj09,CFS,congruent,misaligned,different,1,0,431
Subj09,CFS,congruent,misaligned,same,1,1,305
Subj09,CFS,congruent,aligned,different,1,0,301
Subj09,CFS,congruent,aligned,same,1,1,226
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,incongruent,aligned,different,0,1,251
Subj09,CFS,incongruent,misaligned,different,1,0,201
Subj09,CFS,incongruent,misaligned,same,0,0,267
Subj09,CFS,incongruent,aligned,same,0,0,201
Subj09,CFS,incongruent,misaligned,different,1,0,251
Subj09,CFS,incongruent,misaligned,different,1,0,341
Subj09,CFS,incongruent,aligned,different,1,0,210
Subj09,CFS,congruent,aligned,same,1,1,246
Subj09,CFS,incongruent,aligned,different,0,1,236
Subj09,CFS,congruent,misaligned,different,1,0,496
Subj09,CFS,incongruent,aligned,different,0,1,271
Subj09,CFS,congruent,aligned,different,1,0,281
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,incongruent,aligned,different,0,1,256
Subj09,CFS,congruent,misaligned,different,1,0,381
Subj09,CFS,congruent,misaligned,same,1,1,365
Subj09,CFS,incongruent,aligned,same,1,1,206
Subj09,CFS,congruent,misaligned,different,1,0,201
Subj09,CFS,incongruent,aligned,different,0,1,411
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,different,0,1,446
Subj09,CFS,congruent,misaligned,different,1,0,356
Subj09,CFS,congruent,misaligned,same,1,1,266
Subj09,CFS,incongruent,aligned,same,1,1,401
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,congruent,misaligned,same,1,1,221
Subj09,CFS,congruent,misaligned,different,1,0,201
Subj09,CFS,incongruent,misaligned,different,1,0,201
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,different,1,0,201
Subj09,CFS,congruent,misaligned,same,1,1,331
Subj09,CFS,incongruent,aligned,same,1,1,281
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,aligned,same,1,1,346
Subj09,CFS,congruent,aligned,same,1,1,290
Subj09,CFS,congruent,aligned,same,1,1,381
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,congruent,misaligned,different,0,1,361
Subj09,CFS,congruent,aligned,different,0,1,366
Subj09,CFS,congruent,aligned,same,0,0,201
Subj09,CFS,congruent,aligned,same,0,0,201
Subj09,CFS,congruent,aligned,different,0,1,306
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,congruent,aligned,different,0,1,301
Subj09,CFS,incongruent,misaligned,different,0,1,261
Subj09,CFS,congruent,misaligned,different,0,1,491
Subj09,CFS,congruent,aligned,different,0,1,291
Subj09,CFS,incongruent,aligned,different,0,1,256
Subj09,CFS,congruent,misaligned,different,0,1,386
Subj09,CFS,congruent,misaligned,same,0,0,226
Subj09,CFS,incongruent,aligned,same,0,0,481
Subj09,CFS,congruent,aligned,different,0,1,381
Subj09,CFS,congruent,aligned,different,1,0,236
Subj09,CFS,incongruent,aligned,same,1,1,216
Subj09,CFS,congruent,misaligned,different,0,1,296
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,aligned,same,1,1,216
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,congruent,aligned,same,1,1,211
Subj09,CFS,incongruent,aligned,same,1,1,291
Subj09,CFS,incongruent,misaligned,different,0,1,261
Subj09,CFS,congruent,misaligned,same,1,1,216
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,congruent,aligned,same,1,1,236
Subj09,CFS,congruent,aligned,different,1,0,201
Subj09,CFS,incongruent,misaligned,different,1,0,371
Subj09,CFS,incongruent,misaligned,different,0,1,536
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,congruent,aligned,same,1,1,341
Subj09,CFS,congruent,aligned,different,1,0,441
Subj09,CFS,congruent,aligned,different,1,0,351
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,incongruent,aligned,different,1,0,201
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,aligned,different,1,0,206
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,different,1,0,201
Subj09,CFS,congruent,misaligned,different,0,1,291
Subj09,CFS,congruent,aligned,different,0,1,456
Subj09,CFS,congruent,misaligned,different,0,1,341
Subj09,CFS,congruent,misaligned,different,0,1,291
Subj09,CFS,congruent,misaligned,same,0,0,201
Subj09,CFS,incongruent,aligned,same,0,0,201
Subj09,CFS,incongruent,aligned,same,1,1,301
Subj09,CFS,congruent,aligned,different,1,0,311
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,different,0,1,225
Subj09,CFS,congruent,aligned,same,0,0,201
Subj09,CFS,congruent,aligned,different,0,1,326
Subj09,CFS,incongruent,misaligned,different,1,0,216
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,congruent,misaligned,same,1,1,436
Subj09,CFS,congruent,aligned,different,1,0,201
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,incongruent,aligned,different,1,0,201
Subj09,CFS,congruent,aligned,different,0,1,201
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,same,1,1,200
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,same,1,1,276
Subj09,CFS,congruent,misaligned,different,0,1,211
Subj09,CFS,incongruent,misaligned,different,0,1,321
Subj09,CFS,congruent,aligned,same,0,0,266
Subj09,CFS,incongruent,aligned,different,0,1,336
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,congruent,misaligned,different,0,1,296
Subj09,CFS,incongruent,aligned,different,0,1,231
Subj09,CFS,incongruent,aligned,different,1,0,496
Subj09,CFS,incongruent,misaligned,different,0,1,296
Subj09,CFS,congruent,misaligned,same,0,0,396
Subj09,CFS,congruent,misaligned,different,0,1,326
Subj09,CFS,incongruent,aligned,same,1,1,766
Subj09,CFS,congruent,misaligned,different,0,1,261
Subj09,CFS,incongruent,misaligned,same,0,0,521
Subj09,CFS,congruent,misaligned,different,0,1,301
Subj09,CFS,incongruent,misaligned,same,0,0,422
Subj09,CFS,incongruent,misaligned,same,0,0,201
Subj09,CFS,incongruent,misaligned,different,0,1,461
Subj09,CFS,incongruent,aligned,different,0,1,281
Subj09,CFS,congruent,misaligned,different,0,1,1091
Subj09,CFS,congruent,aligned,different,0,1,431
Subj09,CFS,congruent,misaligned,different,0,1,285
Subj09,CFS,congruent,aligned,same,0,0,376
Subj09,CFS,incongruent,misaligned,different,0,1,421
Subj09,CFS,congruent,misaligned,different,0,1,446
Subj09,CFS,incongruent,misaligned,same,0,0,336
Subj09,CFS,incongruent,aligned,same,1,1,301
Subj09,CFS,congruent,misaligned,same,1,1,381
Subj09,CFS,incongruent,misaligned,different,1,0,356
Subj09,CFS,congruent,aligned,different,1,0,446
Subj09,CFS,incongruent,aligned,different,0,1,301
Subj09,CFS,incongruent,misaligned,same,1,1,271
Subj09,CFS,incongruent,aligned,different,0,1,356
Subj09,CFS,incongruent,aligned,same,1,1,266
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,congruent,misaligned,same,0,0,381
Subj09,CFS,incongruent,misaligned,different,0,1,310
Subj09,CFS,congruent,aligned,same,1,1,321
Subj09,CFS,incongruent,misaligned,same,1,1,266
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,congruent,aligned,different,0,1,341
Subj09,CFS,congruent,misaligned,same,1,1,311
Subj09,CFS,incongruent,aligned,different,1,0,201
Subj09,CFS,incongruent,aligned,different,1,0,201
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,congruent,aligned,different,0,1,271
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,different,0,1,231
Subj09,CFS,congruent,misaligned,same,0,0,201
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,aligned,different,1,0,201
Subj09,CFS,incongruent,misaligned,same,1,1,206
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,congruent,aligned,different,1,0,201
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,different,1,0,201
Subj09,CFS,congruent,aligned,different,0,1,306
Subj09,CFS,congruent,misaligned,different,0,1,326
Subj09,CFS,incongruent,misaligned,same,1,1,291
Subj09,CFS,congruent,aligned,same,1,1,201
Subj09,CFS,congruent,aligned,different,1,0,201
Subj09,CFS,incongruent,aligned,different,0,1,331
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,incongruent,aligned,different,1,0,201
Subj09,CFS,incongruent,misaligned,different,0,1,231
Subj09,CFS,incongruent,misaligned,different,0,1,526
Subj09,CFS,incongruent,aligned,same,1,1,265
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,aligned,different,0,1,265
Subj09,CFS,incongruent,misaligned,same,0,0,231
Subj09,CFS,incongruent,misaligned,different,0,1,300
Subj09,CFS,congruent,misaligned,different,1,0,351
Subj09,CFS,congruent,aligned,different,0,1,341
Subj09,CFS,congruent,misaligned,different,1,0,201
Subj09,CFS,incongruent,aligned,same,0,0,201
Subj09,CFS,congruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,misaligned,same,1,1,201
Subj09,CFS,incongruent,aligned,same,1,1,201
Subj09,CFS,congruent,aligned,different,0,1,265
Subj09,CFS,incongruent,aligned,different,0,1,886
Subj09,monocular,congruent,misaligned,same,1,1,745
Subj09,monocular,incongruent,misaligned,different,1,0,891
Subj09,monocular,congruent,aligned,different,1,0,486
Subj09,monocular,incongruent,misaligned,different,1,0,386
Subj09,monocular,incongruent,misaligned,different,0,1,400
Subj09,monocular,incongruent,aligned,same,1,1,286
Subj09,monocular,incongruent,misaligned,same,1,1,276
Subj09,monocular,congruent,misaligned,same,1,1,241
Subj09,monocular,congruent,aligned,different,0,1,341
Subj09,monocular,incongruent,misaligned,same,1,1,286
Subj09,monocular,incongruent,aligned,same,1,1,326
Subj09,monocular,congruent,aligned,same,1,1,411
Subj09,monocular,congruent,aligned,same,1,1,201
Subj09,monocular,congruent,misaligned,same,1,1,201
Subj09,monocular,congruent,aligned,same,1,1,201
Subj09,monocular,incongruent,misaligned,same,1,1,226
Subj09,monocular,congruent,aligned,same,1,1,201
Subj09,monocular,incongruent,aligned,different,1,0,201
Subj09,monocular,incongruent,aligned,different,0,1,246
Subj09,monocular,incongruent,misaligned,same,1,1,261
Subj09,monocular,incongruent,aligned,same,1,1,201
Subj09,monocular,incongruent,aligned,same,1,1,336
Subj09,monocular,congruent,aligned,same,1,1,216
Subj09,monocular,congruent,misaligned,different,0,1,286
Subj09,monocular,incongruent,aligned,different,0,1,356
Subj09,monocular,incongruent,misaligned,same,1,1,345
Subj09,monocular,congruent,aligned,same,0,0,431
Subj09,monocular,incongruent,misaligned,different,0,1,426
Subj09,monocular,incongruent,aligned,different,0,1,521
Subj09,monocular,congruent,aligned,different,0,1,586
Subj09,monocular,incongruent,aligned,different,0,1,281
Subj09,monocular,incongruent,aligned,same,1,1,395
Subj09,monocular,congruent,aligned,same,0,0,931
Subj09,monocular,congruent,aligned,different,0,1,381
Subj09,monocular,incongruent,aligned,different,0,1,356
Subj09,monocular,incongruent,aligned,same,0,0,306
Subj09,monocular,incongruent,misaligned,same,1,1,231
Subj09,monocular,incongruent,misaligned,same,1,1,340
Subj09,monocular,incongruent,misaligned,different,0,1,201
Subj09,monocular,incongruent,misaligned,same,1,1,1260
Subj09,monocular,incongruent,aligned,different,0,1,239
Subj09,monocular,congruent,misaligned,same,0,0,391
Subj09,monocular,congruent,misaligned,same,0,0,276
Subj09,monocular,congruent,misaligned,different,0,1,366
Subj09,monocular,incongruent,aligned,same,1,1,201
Subj09,monocular,incongruent,aligned,different,0,1,401
Subj09,monocular,congruent,misaligned,different,1,0,486
Subj09,monocular,congruent,misaligned,same,1,1,256
Subj09,monocular,incongruent,misaligned,different,0,1,316
Subj09,monocular,incongruent,misaligned,different,0,1,881
Subj09,monocular,incongruent,misaligned,same,0,0,1796
Subj09,monocular,incongruent,misaligned,same,1,1,431
Subj09,monocular,incongruent,aligned,same,0,0,481
Subj09,monocular,congruent,aligned,same,1,1,201
Subj09,monocular,congruent,misaligned,same,1,1,311
Subj09,monocular,congruent,aligned,same,1,1,266
Subj09,monocular,congruent,misaligned,different,0,1,336
Subj09,monocular,incongruent,misaligned,different,0,1,486
Subj09,monocular,congruent,misaligned,same,1,1,301
Subj09,monocular,incongruent,aligned,different,0,1,341
Subj09,monocular,congruent,misaligned,same,1,1,271
Subj09,monocular,incongruent,misaligned,same,1,1,411
Subj09,monocular,incongruent,aligned,different,0,1,306
Subj09,monocular,congruent,misaligned,different,1,0,390
Subj09,monocular,congruent,misaligned,same,0,0,331
Subj09,monocular,incongruent,misaligned,same,1,1,365
Subj09,monocular,congruent,misaligned,different,1,0,366
Subj09,monocular,incongruent,aligned,different,1,0,201
Subj09,monocular,incongruent,misaligned,different,1,0,421
Subj09,monocular,congruent,aligned,same,1,1,201
Subj09,monocular,incongruent,misaligned,different,0,1,291
Subj09,monocular,incongruent,misaligned,same,1,1,236
Subj09,monocular,congruent,misaligned,same,1,1,231
Subj09,monocular,congruent,misaligned,same,1,1,296
Subj09,monocular,congruent,aligned,same,1,1,241
Subj09,monocular,congruent,aligned,same,1,1,201
Subj09,monocular,congruent,aligned,different,0,1,311
Subj09,monocular,incongruent,aligned,different,0,1,313
Subj09,monocular,congruent,aligned,same,1,1,266
Subj09,monocular,incongruent,misaligned,same,1,1,261
Subj09,monocular,incongruent,aligned,same,1,1,351
Subj09,monocular,incongruent,misaligned,same,1,1,286
Subj09,monocular,incongruent,misaligned,same,1,1,201
Subj09,monocular,congruent,misaligned,same,1,1,381
Subj09,monocular,incongruent,aligned,different,0,1,311
Subj09,monocular,incongruent,aligned,different,0,1,391
Subj09,monocular,congruent,misaligned,different,0,1,326
Subj09,monocular,incongruent,misaligned,same,0,0,211
Subj09,monocular,congruent,misaligned,different,0,1,351
Subj09,monocular,congruent,misaligned,different,0,1,375
Subj09,monocular,congruent,aligned,same,0,0,246
Subj09,monocular,congruent,aligned,different,0,1,291
Subj09,monocular,incongruent,aligned,same,1,1,376
